# hostname,interval,timestamp,IFACE,rxpck/s,txpck/s,rxkB/s,txkB/s,rxcmp/s,txcmp/s,rxmcst/s
my-server,596,2017-07-12 01:50:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,596,2017-07-12 01:50:01 UTC,eth2,3296.41,4089.92,1127.42,2708.31,0.00,0.00,0.00
my-server,596,2017-07-12 01:50:01 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,596,2017-07-12 01:50:01 UTC,eth4,1.03,0.00,0.08,0.00,0.00,0.00,0.00
my-server,596,2017-07-12 01:50:01 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,596,2017-07-12 01:50:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,596,2017-07-12 01:50:01 UTC,bond0,3297.45,4089.92,1127.51,2708.31,0.00,0.00,0.00
my-server,596,2017-07-12 01:50:01 UTC,bond1,0.40,0.10,0.02,0.00,0.00,0.00,0.00
my-server,597,2017-07-12 02:00:01 UTC,lo,4.13,4.13,0.69,0.69,0.00,0.00,0.00
my-server,597,2017-07-12 02:00:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,597,2017-07-12 02:00:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,597,2017-07-12 02:00:01 UTC,eth2,3058.54,3744.32,1064.71,2470.31,0.00,0.00,0.00
my-server,597,2017-07-12 02:00:01 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,597,2017-07-12 02:00:01 UTC,eth4,1.00,0.00,0.08,0.00,0.00,0.00,0.00
my-server,597,2017-07-12 02:00:01 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,597,2017-07-12 02:00:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,597,2017-07-12 02:00:01 UTC,bond0,3059.54,3744.32,1064.79,2470.31,0.00,0.00,0.00
my-server,597,2017-07-12 02:00:01 UTC,bond1,0.40,0.10,0.02,0.00,0.00,0.00,0.00
my-server,595,2017-07-12 02:10:01 UTC,lo,3.87,3.87,0.69,0.69,0.00,0.00,0.00
my-server,595,2017-07-12 02:10:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,595,2017-07-12 02:10:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,595,2017-07-12 02:10:01 UTC,eth2,3840.91,11832.57,1339.35,13236.07,0.00,0.00,0.00
my-server,595,2017-07-12 02:10:01 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,595,2017-07-12 02:10:01 UTC,eth4,1.25,0.00,0.10,0.00,0.00,0.00,0.00
my-server,595,2017-07-12 02:10:01 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,595,2017-07-12 02:10:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,595,2017-07-12 02:10:01 UTC,bond0,3842.16,11832.57,1339.45,13236.07,0.00,0.00,0.00
my-server,595,2017-07-12 02:10:01 UTC,bond1,0.40,0.10,0.02,0.00,0.00,0.00,0.00
my-server,596,2017-07-12 02:20:01 UTC,lo,3.61,3.61,0.57,0.57,0.00,0.00,0.00
my-server,596,2017-07-12 02:20:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,596,2017-07-12 02:20:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,596,2017-07-12 02:20:01 UTC,eth2,1922.41,3093.28,616.76,2762.60,0.00,0.00,0.00
my-server,596,2017-07-12 02:20:01 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,596,2017-07-12 02:20:01 UTC,eth4,1.19,0.00,0.10,0.00,0.00,0.00,0.00
my-server,596,2017-07-12 02:20:01 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,596,2017-07-12 02:20:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,596,2017-07-12 02:20:01 UTC,bond0,1923.60,3093.28,616.85,2762.60,0.00,0.00,0.00
my-server,596,2017-07-12 02:20:01 UTC,bond1,0.40,0.10,0.02,0.00,0.00,0.00,0.00
my-server,595,2017-07-12 02:30:01 UTC,lo,3.53,3.53,0.59,0.59,0.00,0.00,0.00
my-server,595,2017-07-12 02:30:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,595,2017-07-12 02:30:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,595,2017-07-12 02:30:01 UTC,eth2,4674.62,8399.08,1504.90,7402.10,0.00,0.00,0.00
my-server,595,2017-07-12 02:30:01 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,595,2017-07-12 02:30:01 UTC,eth4,1.02,0.00,0.08,0.00,0.00,0.00,0.00
my-server,595,2017-07-12 02:30:01 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,595,2017-07-12 02:30:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,595,2017-07-12 02:30:01 UTC,bond0,4675.64,8399.08,1504.98,7402.10,0.00,0.00,0.00
my-server,595,2017-07-12 02:30:01 UTC,bond1,0.40,0.10,0.02,0.00,0.00,0.00,0.00
my-server,595,2017-07-12 02:40:01 UTC,lo,3.78,3.78,0.66,0.66,0.00,0.00,0.00
my-server,595,2017-07-12 02:40:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,595,2017-07-12 02:40:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,595,2017-07-12 02:40:01 UTC,eth2,3042.90,6085.14,953.16,5777.81,0.00,0.00,0.00
my-server,595,2017-07-12 02:40:01 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,595,2017-07-12 02:40:01 UTC,eth4,1.11,0.00,0.09,0.00,0.00,0.00,0.00
my-server,595,2017-07-12 02:40:01 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,595,2017-07-12 02:40:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,595,2017-07-12 02:40:01 UTC,bond0,3044.01,6085.14,953.24,5777.81,0.00,0.00,0.00
my-server,595,2017-07-12 02:40:01 UTC,bond1,0.40,0.10,0.02,0.00,0.00,0.00,0.00
my-server,594,2017-07-12 02:50:01 UTC,lo,3.91,3.91,0.67,0.67,0.00,0.00,0.00
my-server,594,2017-07-12 02:50:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,594,2017-07-12 02:50:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,594,2017-07-12 02:50:01 UTC,eth2,1468.98,2362.88,498.78,2210.62,0.00,0.00,0.00
my-server,594,2017-07-12 02:50:01 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,594,2017-07-12 02:50:01 UTC,eth4,1.03,0.00,0.08,0.00,0.00,0.00,0.00
my-server,594,2017-07-12 02:50:01 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,594,2017-07-12 02:50:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,594,2017-07-12 02:50:01 UTC,bond0,1470.01,2362.88,498.86,2210.62,0.00,0.00,0.00
my-server,594,2017-07-12 02:50:01 UTC,bond1,0.40,0.10,0.02,0.00,0.00,0.00,0.00
my-server,595,2017-07-12 03:00:01 UTC,lo,3.51,3.51,0.58,0.58,0.00,0.00,0.00
my-server,595,2017-07-12 03:00:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,595,2017-07-12 03:00:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,595,2017-07-12 03:00:01 UTC,eth2,1141.12,1387.90,391.78,1056.79,0.00,0.00,0.00
my-server,595,2017-07-12 03:00:01 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,595,2017-07-12 03:00:01 UTC,eth4,1.08,0.00,0.09,0.00,0.00,0.00,0.00
my-server,595,2017-07-12 03:00:01 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,595,2017-07-12 03:00:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,595,2017-07-12 03:00:01 UTC,bond0,1142.20,1387.90,391.87,1056.79,0.00,0.00,0.00
my-server,595,2017-07-12 03:00:01 UTC,bond1,0.40,0.10,0.02,0.00,0.00,0.00,0.00
my-server,596,2017-07-12 03:10:01 UTC,lo,3.73,3.73,0.63,0.63,0.00,0.00,0.00
my-server,596,2017-07-12 03:10:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,596,2017-07-12 03:10:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,596,2017-07-12 03:10:01 UTC,eth2,1272.87,1990.68,413.77,1810.68,0.00,0.00,0.00
my-server,596,2017-07-12 03:10:01 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,596,2017-07-12 03:10:01 UTC,eth4,1.05,0.00,0.08,0.00,0.00,0.00,0.00
my-server,596,2017-07-12 03:10:01 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,596,2017-07-12 03:10:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,596,2017-07-12 03:10:01 UTC,bond0,1273.92,1990.68,413.85,1810.68,0.00,0.00,0.00
my-server,596,2017-07-12 03:10:01 UTC,bond1,0.40,0.10,0.02,0.00,0.00,0.00,0.00
my-server,597,2017-07-12 03:20:01 UTC,lo,3.38,3.38,0.53,0.53,0.00,0.00,0.00
my-server,597,2017-07-12 03:20:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,597,2017-07-12 03:20:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,597,2017-07-12 03:20:01 UTC,eth2,1210.81,1446.77,419.74,1082.82,0.00,0.00,0.00
my-server,597,2017-07-12 03:20:01 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,597,2017-07-12 03:20:01 UTC,eth4,1.04,0.00,0.08,0.00,0.00,0.00,0.00
my-server,597,2017-07-12 03:20:01 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,597,2017-07-12 03:20:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,597,2017-07-12 03:20:01 UTC,bond0,1211.85,1446.77,419.83,1082.82,0.00,0.00,0.00
my-server,597,2017-07-12 03:20:01 UTC,bond1,0.40,0.10,0.02,0.00,0.00,0.00,0.00
my-server,597,2017-07-12 03:30:01 UTC,lo,3.44,3.44,0.55,0.55,0.00,0.00,0.00
my-server,597,2017-07-12 03:30:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,597,2017-07-12 03:30:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,597,2017-07-12 03:30:01 UTC,eth2,1031.97,1239.33,394.88,922.22,0.00,0.00,0.00
my-server,597,2017-07-12 03:30:01 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,597,2017-07-12 03:30:01 UTC,eth4,0.97,0.00,0.08,0.00,0.00,0.00,0.00
my-server,597,2017-07-12 03:30:01 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,597,2017-07-12 03:30:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,597,2017-07-12 03:30:01 UTC,bond0,1032.94,1239.33,394.96,922.22,0.00,0.00,0.00
my-server,597,2017-07-12 03:30:01 UTC,bond1,0.40,0.10,0.02,0.00,0.00,0.00,0.00
my-server,596,2017-07-12 03:40:01 UTC,lo,3.49,3.49,0.57,0.57,0.00,0.00,0.00
my-server,596,2017-07-12 03:40:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,596,2017-07-12 03:40:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,596,2017-07-12 03:40:01 UTC,eth2,1316.23,3731.67,394.14,4241.09,0.00,0.00,0.00
my-server,596,2017-07-12 03:40:01 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,596,2017-07-12 03:40:01 UTC,eth4,1.03,0.00,0.08,0.00,0.00,0.00,0.00
my-server,596,2017-07-12 03:40:01 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,596,2017-07-12 03:40:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,596,2017-07-12 03:40:01 UTC,bond0,1317.26,3731.67,394.22,4241.09,0.00,0.00,0.00
my-server,596,2017-07-12 03:40:01 UTC,bond1,0.40,0.10,0.02,0.00,0.00,0.00,0.00
my-server,593,2017-07-12 03:50:01 UTC,lo,3.89,3.89,0.65,0.65,0.00,0.00,0.00
my-server,593,2017-07-12 03:50:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,593,2017-07-12 03:50:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,593,2017-07-12 03:50:01 UTC,eth2,1211.27,1714.77,353.86,1475.48,0.00,0.00,0.00
my-server,593,2017-07-12 03:50:01 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,593,2017-07-12 03:50:01 UTC,eth4,1.04,0.00,0.08,0.00,0.00,0.00,0.00
my-server,593,2017-07-12 03:50:01 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,593,2017-07-12 03:50:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,593,2017-07-12 03:50:01 UTC,bond0,1212.31,1714.77,353.94,1475.48,0.00,0.00,0.00
my-server,593,2017-07-12 03:50:01 UTC,bond1,0.40,0.10,0.02,0.00,0.00,0.00,0.00
my-server,586,2017-07-12 04:10:01 UTC,lo,3.90,3.90,0.67,0.67,0.00,0.00,0.00
my-server,586,2017-07-12 04:10:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,586,2017-07-12 04:10:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,586,2017-07-12 04:10:01 UTC,eth2,1065.83,4415.98,263.60,5485.40,0.00,0.00,0.00
my-server,586,2017-07-12 04:10:01 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,586,2017-07-12 04:10:01 UTC,eth4,1.34,0.00,0.11,0.00,0.00,0.00,0.00
my-server,586,2017-07-12 04:10:01 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,586,2017-07-12 04:10:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,586,2017-07-12 04:10:01 UTC,bond0,1067.18,4415.98,263.71,5485.40,0.00,0.00,0.00
my-server,586,2017-07-12 04:10:01 UTC,bond1,0.41,0.10,0.02,0.00,0.00,0.00,0.00
my-server,583,2017-07-12 04:20:01 UTC,lo,24.32,24.32,6.93,6.93,0.00,0.00,0.00
my-server,583,2017-07-12 04:20:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,583,2017-07-12 04:20:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,583,2017-07-12 04:20:01 UTC,eth2,902.16,1485.39,206.70,1449.64,0.00,0.00,0.00
my-server,583,2017-07-12 04:20:01 UTC,eth3,0.21,0.10,0.01,0.00,0.00,0.00,0.00
my-server,583,2017-07-12 04:20:01 UTC,eth4,1.06,0.00,0.09,0.00,0.00,0.00,0.00
my-server,583,2017-07-12 04:20:01 UTC,eth5,0.21,0.00,0.01,0.00,0.00,0.00,0.00
my-server,583,2017-07-12 04:20:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,583,2017-07-12 04:20:01 UTC,bond0,903.22,1485.39,206.79,1449.64,0.00,0.00,0.00
my-server,583,2017-07-12 04:20:01 UTC,bond1,0.41,0.10,0.02,0.00,0.00,0.00,0.00
my-server,582,2017-07-12 04:30:01 UTC,lo,3.63,3.63,0.58,0.58,0.00,0.00,0.00
my-server,582,2017-07-12 04:30:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,582,2017-07-12 04:30:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,582,2017-07-12 04:30:01 UTC,eth2,2198.67,3021.74,839.79,2478.04,0.00,0.00,0.00
my-server,582,2017-07-12 04:30:01 UTC,eth3,0.21,0.10,0.01,0.00,0.00,0.00,0.00
my-server,582,2017-07-12 04:30:01 UTC,eth4,1.08,0.00,0.09,0.00,0.00,0.00,0.00
my-server,582,2017-07-12 04:30:01 UTC,eth5,0.21,0.00,0.01,0.00,0.00,0.00,0.00
my-server,582,2017-07-12 04:30:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,582,2017-07-12 04:30:01 UTC,bond0,2199.75,3021.74,839.88,2478.04,0.00,0.00,0.00
my-server,582,2017-07-12 04:30:01 UTC,bond1,0.41,0.10,0.02,0.00,0.00,0.00,0.00
my-server,587,2017-07-12 04:40:01 UTC,lo,12.32,12.32,3.98,3.98,0.00,0.00,0.00
my-server,587,2017-07-12 04:40:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,587,2017-07-12 04:40:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,587,2017-07-12 04:40:01 UTC,eth2,1031.80,1380.52,262.26,1140.20,0.00,0.00,0.00
my-server,587,2017-07-12 04:40:01 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,587,2017-07-12 04:40:01 UTC,eth4,1.04,0.00,0.09,0.00,0.00,0.00,0.00
my-server,587,2017-07-12 04:40:01 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,587,2017-07-12 04:40:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,587,2017-07-12 04:40:01 UTC,bond0,1032.84,1380.52,262.35,1140.20,0.00,0.00,0.00
my-server,587,2017-07-12 04:40:01 UTC,bond1,0.41,0.10,0.02,0.00,0.00,0.00,0.00
my-server,584,2017-07-12 04:50:01 UTC,lo,3.87,3.87,0.65,0.65,0.00,0.00,0.00
my-server,584,2017-07-12 04:50:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,584,2017-07-12 04:50:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,584,2017-07-12 04:50:01 UTC,eth2,848.57,1031.64,204.48,811.29,0.00,0.00,0.00
my-server,584,2017-07-12 04:50:01 UTC,eth3,0.21,0.10,0.01,0.00,0.00,0.00,0.00
my-server,584,2017-07-12 04:50:01 UTC,eth4,1.14,0.00,0.09,0.00,0.00,0.00,0.00
my-server,584,2017-07-12 04:50:01 UTC,eth5,0.21,0.00,0.01,0.00,0.00,0.00,0.00
my-server,584,2017-07-12 04:50:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,584,2017-07-12 04:50:01 UTC,bond0,849.71,1031.64,204.58,811.29,0.00,0.00,0.00
my-server,584,2017-07-12 04:50:01 UTC,bond1,0.41,0.10,0.02,0.00,0.00,0.00,0.00
my-server,588,2017-07-12 05:00:01 UTC,lo,3.47,3.47,0.54,0.54,0.00,0.00,0.00
my-server,588,2017-07-12 05:00:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,588,2017-07-12 05:00:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,588,2017-07-12 05:00:01 UTC,eth2,829.68,1017.23,214.14,792.30,0.00,0.00,0.00
my-server,588,2017-07-12 05:00:01 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,588,2017-07-12 05:00:01 UTC,eth4,1.08,0.00,0.09,0.00,0.00,0.00,0.00
my-server,588,2017-07-12 05:00:01 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,588,2017-07-12 05:00:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,588,2017-07-12 05:00:01 UTC,bond0,830.76,1017.23,214.23,792.30,0.00,0.00,0.00
my-server,588,2017-07-12 05:00:01 UTC,bond1,0.41,0.10,0.02,0.00,0.00,0.00,0.00
my-server,591,2017-07-12 05:10:02 UTC,lo,3.67,3.67,0.64,0.64,0.00,0.00,0.00
my-server,591,2017-07-12 05:10:02 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,591,2017-07-12 05:10:02 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,591,2017-07-12 05:10:02 UTC,eth2,1673.27,1920.80,578.60,1192.90,0.00,0.00,0.00
my-server,591,2017-07-12 05:10:02 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,591,2017-07-12 05:10:02 UTC,eth4,1.13,0.00,0.09,0.00,0.00,0.00,0.00
my-server,591,2017-07-12 05:10:02 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,591,2017-07-12 05:10:02 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,591,2017-07-12 05:10:02 UTC,bond0,1674.39,1920.80,578.69,1192.90,0.00,0.00,0.00
my-server,591,2017-07-12 05:10:02 UTC,bond1,0.41,0.10,0.02,0.00,0.00,0.00,0.00
my-server,588,2017-07-12 05:20:01 UTC,lo,3.50,3.50,0.60,0.60,0.00,0.00,0.00
my-server,588,2017-07-12 05:20:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,588,2017-07-12 05:20:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,588,2017-07-12 05:20:01 UTC,eth2,957.48,1574.38,220.62,1526.17,0.00,0.00,0.00
my-server,588,2017-07-12 05:20:01 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,588,2017-07-12 05:20:01 UTC,eth4,1.07,0.00,0.09,0.00,0.00,0.00,0.00
my-server,588,2017-07-12 05:20:01 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,588,2017-07-12 05:20:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,588,2017-07-12 05:20:01 UTC,bond0,958.55,1574.38,220.70,1526.17,0.00,0.00,0.00
my-server,588,2017-07-12 05:20:01 UTC,bond1,0.41,0.10,0.02,0.00,0.00,0.00,0.00
my-server,591,2017-07-12 05:30:01 UTC,lo,3.51,3.51,0.55,0.55,0.00,0.00,0.00
my-server,591,2017-07-12 05:30:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,591,2017-07-12 05:30:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,591,2017-07-12 05:30:01 UTC,eth2,772.70,1132.93,185.66,1033.42,0.00,0.00,0.00
my-server,591,2017-07-12 05:30:01 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,591,2017-07-12 05:30:01 UTC,eth4,1.01,0.00,0.08,0.00,0.00,0.00,0.00
my-server,591,2017-07-12 05:30:01 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,591,2017-07-12 05:30:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,591,2017-07-12 05:30:01 UTC,bond0,773.70,1132.93,185.74,1033.42,0.00,0.00,0.00
my-server,591,2017-07-12 05:30:01 UTC,bond1,0.41,0.10,0.02,0.00,0.00,0.00,0.00
my-server,595,2017-07-12 05:40:01 UTC,lo,3.95,3.95,0.69,0.69,0.00,0.00,0.00
my-server,595,2017-07-12 05:40:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,595,2017-07-12 05:40:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,595,2017-07-12 05:40:01 UTC,eth2,4116.62,7478.07,1633.92,6913.61,0.00,0.00,0.00
my-server,595,2017-07-12 05:40:01 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,595,2017-07-12 05:40:01 UTC,eth4,1.06,0.00,0.09,0.00,0.00,0.00,0.00
my-server,595,2017-07-12 05:40:01 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,595,2017-07-12 05:40:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,595,2017-07-12 05:40:01 UTC,bond0,4117.68,7478.07,1634.00,6913.61,0.00,0.00,0.00
my-server,595,2017-07-12 05:40:01 UTC,bond1,0.40,0.10,0.02,0.00,0.00,0.00,0.00
my-server,592,2017-07-12 05:50:01 UTC,lo,3.96,3.96,0.71,0.71,0.00,0.00,0.00
my-server,592,2017-07-12 05:50:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,592,2017-07-12 05:50:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,592,2017-07-12 05:50:01 UTC,eth2,3286.23,4853.20,1284.02,3958.01,0.00,0.00,0.00
my-server,592,2017-07-12 05:50:01 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,592,2017-07-12 05:50:01 UTC,eth4,1.03,0.00,0.08,0.00,0.00,0.00,0.00
my-server,592,2017-07-12 05:50:01 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,592,2017-07-12 05:50:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,592,2017-07-12 05:50:01 UTC,bond0,3287.27,4853.20,1284.10,3958.01,0.00,0.00,0.00
my-server,592,2017-07-12 05:50:01 UTC,bond1,0.41,0.10,0.02,0.00,0.00,0.00,0.00
my-server,594,2017-07-12 06:00:01 UTC,lo,3.94,3.94,0.68,0.68,0.00,0.00,0.00
my-server,594,2017-07-12 06:00:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,594,2017-07-12 06:00:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,594,2017-07-12 06:00:01 UTC,eth2,6421.08,10235.04,2352.36,8288.92,0.00,0.00,0.00
my-server,594,2017-07-12 06:00:01 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,594,2017-07-12 06:00:01 UTC,eth4,1.04,0.00,0.08,0.00,0.00,0.00,0.00
my-server,594,2017-07-12 06:00:01 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,594,2017-07-12 06:00:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,594,2017-07-12 06:00:01 UTC,bond0,6422.12,10235.04,2352.44,8288.92,0.00,0.00,0.00
my-server,594,2017-07-12 06:00:01 UTC,bond1,0.40,0.10,0.02,0.00,0.00,0.00,0.00
my-server,593,2017-07-12 06:10:01 UTC,lo,36.86,36.86,37.87,37.87,0.00,0.00,0.00
my-server,593,2017-07-12 06:10:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,593,2017-07-12 06:10:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
