# hostname,interval,timestamp,IFACE,rxpck/s,txpck/s,rxkB/s,txkB/s,rxcmp/s,txcmp/s,rxmcst/s
my-server,594,2017-06-17 08:30:01 UTC,eth4,1.05,0.00,0.08,0.00,0.00,0.00,0.00
my-server,594,2017-06-17 08:30:01 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,594,2017-06-17 08:30:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,594,2017-06-17 08:30:01 UTC,bond0,657.07,1313.31,341.92,1338.27,0.00,0.00,0.00
my-server,594,2017-06-17 08:30:01 UTC,bond1,0.41,0.10,0.02,0.00,0.00,0.00,0.00
my-server,594,2017-06-17 08:40:01 UTC,lo,3.42,3.42,0.55,0.55,0.00,0.00,0.00
my-server,594,2017-06-17 08:40:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,594,2017-06-17 08:40:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,594,2017-06-17 08:40:01 UTC,eth2,1090.06,3548.81,433.65,4167.31,0.00,0.00,0.00
my-server,594,2017-06-17 08:40:01 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,594,2017-06-17 08:40:01 UTC,eth4,1.13,0.00,0.09,0.00,0.00,0.00,0.00
my-server,594,2017-06-17 08:40:01 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,594,2017-06-17 08:40:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,594,2017-06-17 08:40:01 UTC,bond0,1091.18,3548.81,433.74,4167.31,0.00,0.00,0.00
my-server,594,2017-06-17 08:40:01 UTC,bond1,0.40,0.10,0.02,0.00,0.00,0.00,0.00
my-server,591,2017-06-17 08:50:01 UTC,lo,3.81,3.81,0.64,0.64,0.00,0.00,0.00
my-server,591,2017-06-17 08:50:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,591,2017-06-17 08:50:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,591,2017-06-17 08:50:01 UTC,eth2,1289.53,5596.43,514.26,7001.33,0.00,0.00,0.00
my-server,591,2017-06-17 08:50:01 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,591,2017-06-17 08:50:01 UTC,eth4,1.07,0.00,0.09,0.00,0.00,0.00,0.00
my-server,591,2017-06-17 08:50:01 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,591,2017-06-17 08:50:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,591,2017-06-17 08:50:01 UTC,bond0,1290.60,5596.43,514.35,7001.33,0.00,0.00,0.00
my-server,591,2017-06-17 08:50:01 UTC,bond1,0.41,0.10,0.02,0.00,0.00,0.00,0.00
my-server,592,2017-06-17 09:00:01 UTC,lo,3.34,3.34,0.52,0.52,0.00,0.00,0.00
my-server,592,2017-06-17 09:00:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,592,2017-06-17 09:00:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,592,2017-06-17 09:00:01 UTC,eth2,1386.11,10221.73,362.39,13478.68,0.00,0.00,0.00
my-server,592,2017-06-17 09:00:01 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,592,2017-06-17 09:00:01 UTC,eth4,1.08,0.00,0.09,0.00,0.00,0.00,0.00
my-server,592,2017-06-17 09:00:01 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,592,2017-06-17 09:00:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,592,2017-06-17 09:00:01 UTC,bond0,1387.19,10221.72,362.47,13478.67,0.00,0.00,0.00
my-server,592,2017-06-17 09:00:01 UTC,bond1,0.41,0.10,0.02,0.00,0.00,0.00,0.00
my-server,592,2017-06-17 09:10:01 UTC,lo,3.58,3.58,0.58,0.58,0.00,0.00,0.00
my-server,592,2017-06-17 09:10:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,592,2017-06-17 09:10:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,592,2017-06-17 09:10:01 UTC,eth2,918.66,4976.10,270.58,6317.13,0.00,0.00,0.00
my-server,592,2017-06-17 09:10:01 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,592,2017-06-17 09:10:01 UTC,eth4,1.13,0.00,0.09,0.00,0.00,0.00,0.00
my-server,592,2017-06-17 09:10:01 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,592,2017-06-17 09:10:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,592,2017-06-17 09:10:01 UTC,bond0,919.79,4976.10,270.67,6317.13,0.00,0.00,0.00
my-server,592,2017-06-17 09:10:01 UTC,bond1,0.40,0.10,0.02,0.00,0.00,0.00,0.00
my-server,599,2017-06-17 09:20:01 UTC,lo,3.24,3.24,0.49,0.49,0.00,0.00,0.00
my-server,599,2017-06-17 09:20:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,599,2017-06-17 09:20:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,599,2017-06-17 09:20:01 UTC,eth2,1138.70,7577.55,337.89,9679.04,0.00,0.00,0.00
my-server,599,2017-06-17 09:20:01 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,599,2017-06-17 09:20:01 UTC,eth4,1.07,0.00,0.09,0.00,0.00,0.00,0.00
my-server,599,2017-06-17 09:20:01 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,599,2017-06-17 09:20:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,599,2017-06-17 09:20:01 UTC,bond0,1139.76,7577.55,337.98,9679.04,0.00,0.00,0.00
my-server,599,2017-06-17 09:20:01 UTC,bond1,0.40,0.10,0.02,0.00,0.00,0.00,0.00
my-server,598,2017-06-17 09:30:01 UTC,lo,3.32,3.32,0.52,0.52,0.00,0.00,0.00
my-server,598,2017-06-17 09:30:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,598,2017-06-17 09:30:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,598,2017-06-17 09:30:01 UTC,eth2,1205.72,10092.11,287.62,13259.97,0.00,0.00,0.00
my-server,598,2017-06-17 09:30:01 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,598,2017-06-17 09:30:01 UTC,eth4,1.09,0.00,0.09,0.00,0.00,0.00,0.00
my-server,598,2017-06-17 09:30:01 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,598,2017-06-17 09:30:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,598,2017-06-17 09:30:01 UTC,bond0,1206.81,10092.11,287.71,13259.97,0.00,0.00,0.00
my-server,598,2017-06-17 09:30:01 UTC,bond1,0.40,0.10,0.02,0.00,0.00,0.00,0.00
my-server,598,2017-06-17 09:40:01 UTC,lo,3.36,3.36,0.53,0.53,0.00,0.00,0.00
my-server,598,2017-06-17 09:40:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,598,2017-06-17 09:40:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,598,2017-06-17 09:40:01 UTC,eth2,1223.45,7677.74,399.50,9766.62,0.00,0.00,0.00
my-server,598,2017-06-17 09:40:01 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,598,2017-06-17 09:40:01 UTC,eth4,0.99,0.00,0.08,0.00,0.00,0.00,0.00
my-server,598,2017-06-17 09:40:01 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,598,2017-06-17 09:40:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,598,2017-06-17 09:40:01 UTC,bond0,1224.44,7677.74,399.58,9766.62,0.00,0.00,0.00
my-server,598,2017-06-17 09:40:01 UTC,bond1,0.40,0.10,0.02,0.00,0.00,0.00,0.00
my-server,598,2017-06-17 09:50:02 UTC,lo,3.80,3.80,0.65,0.65,0.00,0.00,0.00
my-server,598,2017-06-17 09:50:02 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,598,2017-06-17 09:50:02 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,598,2017-06-17 09:50:02 UTC,eth2,1137.49,1675.80,500.65,1408.42,0.00,0.00,0.00
my-server,598,2017-06-17 09:50:02 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,598,2017-06-17 09:50:02 UTC,eth4,1.31,0.00,0.11,0.00,0.00,0.00,0.00
my-server,598,2017-06-17 09:50:02 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,598,2017-06-17 09:50:02 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,598,2017-06-17 09:50:02 UTC,bond0,1138.81,1675.80,500.75,1408.42,0.00,0.00,0.00
my-server,598,2017-06-17 09:50:02 UTC,bond1,0.40,0.10,0.02,0.00,0.00,0.00,0.00
my-server,596,2017-06-17 10:00:01 UTC,lo,3.39,3.39,0.54,0.54,0.00,0.00,0.00
my-server,596,2017-06-17 10:00:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,596,2017-06-17 10:00:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,596,2017-06-17 10:00:01 UTC,eth2,1376.59,10329.52,374.34,13448.30,0.00,0.00,0.00
my-server,596,2017-06-17 10:00:01 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,596,2017-06-17 10:00:01 UTC,eth4,1.33,0.00,0.10,0.00,0.00,0.00,0.00
my-server,596,2017-06-17 10:00:01 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,596,2017-06-17 10:00:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,596,2017-06-17 10:00:01 UTC,bond0,1377.92,10329.52,374.44,13448.30,0.00,0.00,0.00
my-server,596,2017-06-17 10:00:01 UTC,bond1,0.40,0.10,0.02,0.00,0.00,0.00,0.00
my-server,597,2017-06-17 10:10:02 UTC,lo,3.48,3.48,0.62,0.62,0.00,0.00,0.00
my-server,597,2017-06-17 10:10:02 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,597,2017-06-17 10:10:02 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,597,2017-06-17 10:10:02 UTC,eth2,4277.96,14456.12,2151.87,16778.58,0.00,0.00,0.00
my-server,597,2017-06-17 10:10:02 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,597,2017-06-17 10:10:02 UTC,eth4,1.31,0.00,0.10,0.00,0.00,0.00,0.00
my-server,597,2017-06-17 10:10:02 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,597,2017-06-17 10:10:02 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,597,2017-06-17 10:10:02 UTC,bond0,4279.27,14456.12,2151.96,16778.58,0.00,0.00,0.00
my-server,597,2017-06-17 10:10:02 UTC,bond1,0.41,0.10,0.02,0.00,0.00,0.00,0.00
my-server,597,2017-06-17 10:20:01 UTC,lo,3.75,3.75,0.60,0.60,0.00,0.00,0.00
my-server,597,2017-06-17 10:20:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,597,2017-06-17 10:20:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,597,2017-06-17 10:20:01 UTC,eth2,812.10,1858.73,271.96,1916.25,0.00,0.00,0.00
my-server,597,2017-06-17 10:20:01 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,597,2017-06-17 10:20:01 UTC,eth4,1.38,0.00,0.11,0.00,0.00,0.00,0.00
my-server,597,2017-06-17 10:20:01 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,597,2017-06-17 10:20:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,597,2017-06-17 10:20:01 UTC,bond0,813.48,1858.73,272.06,1916.25,0.00,0.00,0.00
my-server,597,2017-06-17 10:20:01 UTC,bond1,0.40,0.10,0.02,0.00,0.00,0.00,0.00
my-server,597,2017-06-17 10:30:01 UTC,lo,3.33,3.33,0.52,0.52,0.00,0.00,0.00
my-server,597,2017-06-17 10:30:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,597,2017-06-17 10:30:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,597,2017-06-17 10:30:01 UTC,eth2,2483.92,12972.55,367.34,17069.53,0.00,0.00,0.00
my-server,597,2017-06-17 10:30:01 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,597,2017-06-17 10:30:01 UTC,eth4,1.09,0.00,0.09,0.00,0.00,0.00,0.00
my-server,597,2017-06-17 10:30:01 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,597,2017-06-17 10:30:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,597,2017-06-17 10:30:01 UTC,bond0,2485.01,12972.55,367.43,17069.53,0.00,0.00,0.00
my-server,597,2017-06-17 10:30:01 UTC,bond1,0.40,0.10,0.02,0.00,0.00,0.00,0.00
my-server,597,2017-06-17 10:40:01 UTC,lo,3.42,3.42,0.56,0.56,0.00,0.00,0.00
my-server,597,2017-06-17 10:40:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,597,2017-06-17 10:40:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,597,2017-06-17 10:40:01 UTC,eth2,2198.51,9015.41,545.14,11178.17,0.00,0.00,0.00
my-server,597,2017-06-17 10:40:01 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,597,2017-06-17 10:40:01 UTC,eth4,1.09,0.00,0.09,0.00,0.00,0.00,0.00
my-server,597,2017-06-17 10:40:01 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,597,2017-06-17 10:40:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,597,2017-06-17 10:40:01 UTC,bond0,2199.59,9015.41,545.22,11178.17,0.00,0.00,0.00
my-server,597,2017-06-17 10:40:01 UTC,bond1,0.40,0.10,0.02,0.00,0.00,0.00,0.00
my-server,595,2017-06-17 10:50:01 UTC,lo,12.24,12.24,24.63,24.63,0.00,0.00,0.00
my-server,595,2017-06-17 10:50:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,595,2017-06-17 10:50:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,595,2017-06-17 10:50:01 UTC,eth2,1737.29,8469.54,535.51,10567.71,0.00,0.00,0.00
my-server,595,2017-06-17 10:50:01 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,595,2017-06-17 10:50:01 UTC,eth4,1.01,0.00,0.08,0.00,0.00,0.00,0.00
my-server,595,2017-06-17 10:50:01 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,595,2017-06-17 10:50:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,595,2017-06-17 10:50:01 UTC,bond0,1738.31,8469.54,535.59,10567.71,0.00,0.00,0.00
my-server,595,2017-06-17 10:50:01 UTC,bond1,0.40,0.10,0.02,0.00,0.00,0.00,0.00
my-server,594,2017-06-17 11:00:01 UTC,lo,3.36,3.36,0.52,0.52,0.00,0.00,0.00
my-server,594,2017-06-17 11:00:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,594,2017-06-17 11:00:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,594,2017-06-17 11:00:01 UTC,eth2,962.20,3666.64,276.01,4383.81,0.00,0.00,0.00
my-server,594,2017-06-17 11:00:01 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,594,2017-06-17 11:00:01 UTC,eth4,1.13,0.00,0.09,0.00,0.00,0.00,0.00
my-server,594,2017-06-17 11:00:01 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,594,2017-06-17 11:00:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,594,2017-06-17 11:00:01 UTC,bond0,963.33,3666.64,276.10,4383.81,0.00,0.00,0.00
my-server,594,2017-06-17 11:00:01 UTC,bond1,0.41,0.10,0.02,0.00,0.00,0.00,0.00
my-server,590,2017-06-17 11:10:01 UTC,lo,3.90,3.90,0.71,0.71,0.00,0.00,0.00
my-server,590,2017-06-17 11:10:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,590,2017-06-17 11:10:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,590,2017-06-17 11:10:01 UTC,eth2,1565.59,11345.78,328.88,14871.38,0.00,0.00,0.00
my-server,590,2017-06-17 11:10:01 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,590,2017-06-17 11:10:01 UTC,eth4,1.16,0.00,0.09,0.00,0.00,0.00,0.00
my-server,590,2017-06-17 11:10:01 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,590,2017-06-17 11:10:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,590,2017-06-17 11:10:01 UTC,bond0,1566.75,11345.78,328.97,14871.38,0.00,0.00,0.00
my-server,590,2017-06-17 11:10:01 UTC,bond1,0.40,0.10,0.02,0.00,0.00,0.00,0.00
my-server,588,2017-06-17 11:20:01 UTC,lo,3.71,3.71,0.62,0.62,0.00,0.00,0.00
my-server,588,2017-06-17 11:20:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,588,2017-06-17 11:20:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,588,2017-06-17 11:20:01 UTC,eth2,2464.48,14159.86,672.62,18618.88,0.00,0.00,0.00
my-server,588,2017-06-17 11:20:01 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,588,2017-06-17 11:20:01 UTC,eth4,1.22,0.00,0.10,0.00,0.00,0.00,0.00
my-server,588,2017-06-17 11:20:01 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,588,2017-06-17 11:20:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,588,2017-06-17 11:20:01 UTC,bond0,2465.70,14159.86,672.72,18618.88,0.00,0.00,0.00
my-server,588,2017-06-17 11:20:01 UTC,bond1,0.41,0.10,0.02,0.00,0.00,0.00,0.00
my-server,584,2017-06-17 11:30:01 UTC,lo,3.57,3.57,0.60,0.60,0.00,0.00,0.00
my-server,584,2017-06-17 11:30:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,584,2017-06-17 11:30:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,584,2017-06-17 11:30:01 UTC,eth2,1799.15,9697.15,485.01,12335.92,0.00,0.00,0.00
my-server,584,2017-06-17 11:30:01 UTC,eth3,0.21,0.10,0.01,0.00,0.00,0.00,0.00
my-server,584,2017-06-17 11:30:01 UTC,eth4,1.10,0.00,0.09,0.00,0.00,0.00,0.00
my-server,584,2017-06-17 11:30:01 UTC,eth5,0.21,0.00,0.01,0.00,0.00,0.00,0.00
my-server,584,2017-06-17 11:30:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,584,2017-06-17 11:30:01 UTC,bond0,1800.26,9697.15,485.09,12335.92,0.00,0.00,0.00
my-server,584,2017-06-17 11:30:01 UTC,bond1,0.41,0.10,0.02,0.00,0.00,0.00,0.00
my-server,583,2017-06-17 11:40:01 UTC,lo,3.88,3.88,0.68,0.68,0.00,0.00,0.00
my-server,583,2017-06-17 11:40:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,583,2017-06-17 11:40:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,583,2017-06-17 11:40:01 UTC,eth2,1278.78,5652.01,358.24,7005.05,0.00,0.00,0.00
my-server,583,2017-06-17 11:40:01 UTC,eth3,0.21,0.10,0.01,0.00,0.00,0.00,0.00
my-server,583,2017-06-17 11:40:01 UTC,eth4,1.01,0.00,0.08,0.00,0.00,0.00,0.00
my-server,583,2017-06-17 11:40:01 UTC,eth5,0.21,0.00,0.01,0.00,0.00,0.00,0.00
my-server,583,2017-06-17 11:40:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,583,2017-06-17 11:40:01 UTC,bond0,1279.79,5652.01,358.32,7005.05,0.00,0.00,0.00
my-server,583,2017-06-17 11:40:01 UTC,bond1,0.41,0.10,0.02,0.00,0.00,0.00,0.00
my-server,582,2017-06-17 11:50:01 UTC,lo,3.97,3.97,0.70,0.70,0.00,0.00,0.00
my-server,582,2017-06-17 11:50:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,582,2017-06-17 11:50:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,582,2017-06-17 11:50:01 UTC,eth2,1462.52,4485.29,405.90,5200.38,0.00,0.00,0.00
my-server,582,2017-06-17 11:50:01 UTC,eth3,0.21,0.10,0.01,0.00,0.00,0.00,0.00
my-server,582,2017-06-17 11:50:01 UTC,eth4,1.07,0.00,0.09,0.00,0.00,0.00,0.00
my-server,582,2017-06-17 11:50:01 UTC,eth5,0.21,0.00,0.01,0.00,0.00,0.00,0.00
my-server,582,2017-06-17 11:50:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,582,2017-06-17 11:50:01 UTC,bond0,1463.59,4485.29,405.99,5200.38,0.00,0.00,0.00
my-server,582,2017-06-17 11:50:01 UTC,bond1,0.41,0.10,0.02,0.00,0.00,0.00,0.00
my-server,579,2017-06-17 12:00:01 UTC,lo,4.00,4.00,0.70,0.70,0.00,0.00,0.00
my-server,579,2017-06-17 12:00:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,579,2017-06-17 12:00:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,579,2017-06-17 12:00:01 UTC,eth2,1456.03,6078.27,414.18,7407.91,0.00,0.00,0.00
my-server,579,2017-06-17 12:00:01 UTC,eth3,0.21,0.10,0.01,0.00,0.00,0.00,0.00
my-server,579,2017-06-17 12:00:01 UTC,eth4,1.05,0.00,0.08,0.00,0.00,0.00,0.00
my-server,579,2017-06-17 12:00:01 UTC,eth5,0.21,0.00,0.01,0.00,0.00,0.00,0.00
my-server,579,2017-06-17 12:00:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,579,2017-06-17 12:00:01 UTC,bond0,1457.08,6078.27,414.27,7407.91,0.00,0.00,0.00
my-server,579,2017-06-17 12:00:01 UTC,bond1,0.41,0.10,0.02,0.00,0.00,0.00,0.00
my-server,580,2017-06-17 12:10:01 UTC,lo,4.07,4.07,0.73,0.73,0.00,0.00,0.00
my-server,580,2017-06-17 12:10:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,580,2017-06-17 12:10:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,580,2017-06-17 12:10:01 UTC,eth2,1455.04,5455.61,386.82,6505.10,0.00,0.00,0.00
my-server,580,2017-06-17 12:10:01 UTC,eth3,0.21,0.10,0.01,0.00,0.00,0.00,0.00
my-server,580,2017-06-17 12:10:01 UTC,eth4,1.15,0.00,0.09,0.00,0.00,0.00,0.00
my-server,580,2017-06-17 12:10:01 UTC,eth5,0.21,0.00,0.01,0.00,0.00,0.00,0.00
my-server,580,2017-06-17 12:10:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,580,2017-06-17 12:10:01 UTC,bond0,1456.19,5455.61,386.91,6505.10,0.00,0.00,0.00
my-server,580,2017-06-17 12:10:01 UTC,bond1,0.41,0.10,0.02,0.00,0.00,0.00,0.00
my-server,573,2017-06-17 12:20:01 UTC,lo,3.80,3.80,0.63,0.63,0.00,0.00,0.00
my-server,573,2017-06-17 12:20:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,573,2017-06-17 12:20:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,573,2017-06-17 12:20:01 UTC,eth2,1508.14,1842.50,424.41,1255.97,0.00,0.00,0.00
my-server,573,2017-06-17 12:20:01 UTC,eth3,0.21,0.10,0.01,0.00,0.00,0.00,0.00
my-server,573,2017-06-17 12:20:01 UTC,eth4,1.08,0.00,0.09,0.00,0.00,0.00,0.00
my-server,573,2017-06-17 12:20:01 UTC,eth5,0.21,0.00,0.01,0.00,0.00,0.00,0.00
my-server,573,2017-06-17 12:20:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,573,2017-06-17 12:20:01 UTC,bond0,1509.22,1842.50,424.50,1255.97,0.00,0.00,0.00
my-server,573,2017-06-17 12:20:01 UTC,bond1,0.42,0.10,0.02,0.00,0.00,0.00,0.00
my-server,575,2017-06-17 12:30:01 UTC,lo,3.78,3.78,0.63,0.63,0.00,0.00,0.00
my-server,575,2017-06-17 12:30:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,575,2017-06-17 12:30:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,575,2017-06-17 12:30:01 UTC,eth2,1536.24,2079.14,520.12,1586.61,0.00,0.00,0.00
my-server,575,2017-06-17 12:30:01 UTC,eth3,0.21,0.10,0.01,0.00,0.00,0.00,0.00
my-server,575,2017-06-17 12:30:01 UTC,eth4,1.07,0.00,0.09,0.00,0.00,0.00,0.00
my-server,575,2017-06-17 12:30:01 UTC,eth5,0.21,0.00,0.01,0.00,0.00,0.00,0.00
my-server,575,2017-06-17 12:30:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,575,2017-06-17 12:30:01 UTC,bond0,1537.31,2079.14,520.20,1586.61,0.00,0.00,0.00
my-server,575,2017-06-17 12:30:01 UTC,bond1,0.41,0.10,0.02,0.00,0.00,0.00,0.00
my-server,578,2017-06-17 12:40:02 UTC,lo,3.62,3.62,0.61,0.61,0.00,0.00,0.00
my-server,578,2017-06-17 12:40:02 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,578,2017-06-17 12:40:02 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,578,2017-06-17 12:40:02 UTC,eth2,1763.82,3025.37,449.33,2761.02,0.00,0.00,0.00
my-server,578,2017-06-17 12:40:02 UTC,eth3,0.21,0.10,0.01,0.00,0.00,0.00,0.00
my-server,578,2017-06-17 12:40:02 UTC,eth4,1.05,0.00,0.08,0.00,0.00,0.00,0.00
